Rk,TeamName_Clean,AdjEM,AdjO,AdjD,AdjT,Luck,SOS_AdjEM,SOS_OppO,SOS_OppD,NCSOS_AdjEM,Year,TeamID,WTeamID,PTS Scored,PTS Allowed,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,AST,TO,STL,BLK,PF
125,illinois,3.91,106.9,103,68.1,0.02,6.85,108.6,101.7,-0.33,2016,1228,1228,80.93,70.80,27.33,57.93,9.07,22.47,17.20,22.47,7.27,26.00,16.07,11.00,7.20,2.67,17.27
126,morehead st.,3.78,106.6,102.8,65.7,-0.006,-1.06,105.4,106.4,3.12,2016,1287,1287,71.59,61.47,25.41,58.12,5.35,14.29,15.41,22.24,15.53,24.24,14.88,12.24,7.82,2.76,21.94
127,green bay,3.74,108.3,104.6,76.2,0.057,0.11,104.4,104.3,1.92,2016,1453,1453,84.24,73.57,29.05,62.95,6.90,19.14,19.24,29.29,12.52,27.19,14.81,11.62,9.52,5.29,18.38
128,siena,3.67,108.1,104.5,70.1,-0.028,-3.85,102.9,106.7,0.73,2016,1373,1373,80.57,66.90,28.14,57.00,6.62,17.00,17.67,23.90,13.00,27.90,15.38,16.24,6.00,4.71,19.90
129,belmont,3.51,114,110.5,71.6,-0.009,-1.57,103.9,105.5,3.98,2016,1125,1125,86.58,75.89,30.00,57.79,10.89,27.89,15.68,21.89,8.53,27.47,18.16,12.74,4.84,2.37,18.95
130,grand canyon,3.49,105,101.5,68.8,0.1,-8.19,100,108.2,-6.32,2016,1213,1213,78.17,64.65,26.78,58.04,6.61,16.52,18.00,25.87,12.00,28.04,15.22,11.43,6.17,2.52,18.17
131,unc asheville,3.44,103.6,100.1,70.1,-0.008,-4.12,103.4,107.5,2.64,2016,1421,1421,76.10,64.50,25.80,56.25,5.75,16.70,18.75,25.90,11.65,26.35,12.70,12.75,9.85,3.50,17.10
132,northeastern,3.38,107,103.7,65.2,0.016,2.31,106.4,104.1,2.17,2016,1318,1318,73.29,65.65,24.00,53.06,9.00,23.35,16.29,21.82,8.76,26.35,14.76,11.47,5.71,3.18,15.00
133,louisiana monroe,3.31,106.5,103.1,65.8,0.028,-0.14,104.4,104.5,2.83,2016,1419,1419,79.31,67.44,28.81,59.19,7.50,20.13,14.19,19.81,11.44,24.81,16.13,10.44,5.75,3.88,16.44
134,utah st.,3.25,111.2,108,67,-0.032,1.89,104.8,102.9,-1.36,2016,1429,1429,80.21,67.21,27.86,56.71,9.50,23.07,15.00,21.07,9.64,28.21,16.57,10.86,5.21,2.71,17.29
135,ipfw,3.17,111.7,108.6,69.5,0.139,-0.33,105,105.3,-0.29,2016,1236,1236,82.95,74.18,28.64,59.00,10.68,25.41,15.00,20.82,9.77,27.68,15.91,11.82,4.82,3.59,16.95
136,tcu,3.02,101.6,98.5,69.6,-0.031,10.16,110,99.8,-7.07,2016,1395,1395,72.58,58.92,23.75,52.67,5.92,15.75,19.17,28.58,10.33,26.83,14.42,13.83,6.50,4.67,18.75
137,pepperdine,3.02,106.1,103,67.5,0.03,1.33,107.1,105.8,1.72,2016,1337,1337,76.25,68.19,26.44,56.88,5.50,13.94,17.88,24.81,10.13,25.69,15.50,10.44,5.81,2.81,17.50
138,buffalo,2.95,105.9,102.9,72.1,0.044,0.97,106.5,105.6,2,2016,1138,1138,82.84,71.68,27.47,59.84,8.53,23.21,19.37,26.53,12.16,27.21,14.47,12.79,7.58,3.47,20.26
139,southern illinois,2.8,107.2,104.4,69.3,0.082,-2.93,101.5,104.4,-9.14,2016,1356,1356,78.68,67.09,27.27,56.68,7.55,19.36,16.59,23.95,10.18,25.09,12.91,12.91,7.77,1.91,21.73
140,penn st.,2.58,103.4,100.8,66.1,0.112,6.56,108.9,102.3,-2.97,2016,1336,1336,70.56,63.13,23.56,55.31,7.25,20.38,16.19,22.69,11.00,26.06,10.88,11.56,5.75,5.13,19.38
141,ohio,2.56,110.6,108.1,70,0.052,-1.95,103.4,105.3,-4.02,2016,1325,1325,80.15,68.75,27.30,56.70,8.60,21.45,16.95,22.50,8.95,28.80,15.10,12.05,4.95,4.00,16.85
142,weber st.,2.45,103.4,100.9,66.8,0.019,-5.67,103.3,109,1.16,2016,1451,1451,76.43,66.48,25.43,52.61,8.17,21.96,17.39,25.78,8.09,29.26,13.39,12.87,4.65,3.57,17.57
143,montana,2.28,106.9,104.6,65.4,0.005,-4.78,102.7,107.5,9.77,2016,1285,1285,79.39,66.11,27.61,53.72,8.50,20.67,15.67,22.00,9.11,25.94,14.22,11.89,5.11,2.61,21.06
144,colorado st.,2.17,112.3,110.2,68.1,-0.031,0.65,104.8,104.1,-2.91,2016,1161,1161,85.69,75.94,27.44,59.31,9.81,24.94,21.00,27.69,11.94,26.19,15.19,11.00,4.31,2.88,18.56
145,north dakota st.,2.07,101.9,99.8,64.5,0.003,-1.76,105.2,106.9,-4.17,2016,1295,1295,68.78,58.56,24.17,54.67,6.56,19.11,13.89,20.83,9.28,27.11,11.00,9.89,6.89,3.56,14.89
146,wright st.,2.01,101.4,99.4,65.1,0.057,-1.68,104.5,106.1,-1.15,2016,1460,1460,73.45,61.40,25.55,53.25,7.60,19.30,14.75,21.20,6.00,25.85,14.25,10.75,6.30,2.15,21.00
147,marshall,1.84,111,109.1,77.3,-0.018,-0.49,105.4,105.9,4.28,2016,1267,1267,91.94,79.29,32.53,65.41,11.35,30.47,15.53,22.00,10.24,29.59,19.12,12.41,6.94,3.29,17.53
148,nebraska omaha,1.83,109.7,107.9,76.2,-0.052,-0.98,105.1,106.1,-1.05,2016,1303,1303,88.38,79.88,30.25,59.94,5.38,15.63,22.50,29.00,9.50,24.75,13.25,13.94,9.56,3.38,18.56
149,high point,1.54,110.8,109.2,66.1,-0.012,-4.65,102.5,107.2,3.08,2016,1219,1219,78.89,68.44,28.56,57.11,5.89,14.39,15.89,20.44,9.78,23.61,15.89,9.78,7.22,2.94,16.61
150,eastern michigan,1.27,106.7,105.4,70.3,0.013,1.54,106.9,105.4,5.22,2016,1185,1185,79.86,68.21,27.00,56.50,6.21,17.14,19.64,27.43,11.07,24.71,11.71,12.57,9.36,3.93,20.21
151,vermont,1.19,107.8,106.6,67.6,0.028,-4.68,101.7,106.4,3.58,2016,1436,1436,78.95,65.10,28.30,54.45,6.70,16.35,15.65,21.95,8.85,27.30,14.05,12.65,6.05,4.35,17.90
152,towson,0.98,105.4,104.4,65.7,0.043,-1.44,104.3,105.7,-9.65,2016,1406,1406,77.72,67.17,25.50,56.33,6.22,16.61,20.50,29.78,14.06,26.17,11.89,12.56,6.06,5.44,21.33
153,east tennessee st.,0.88,107.7,106.8,69.7,0.124,-1.48,105.3,106.8,3.3,2016,1190,1190,80.24,71.90,27.81,57.05,8.71,20.86,15.90,21.86,9.52,26.33,13.05,13.29,6.52,4.14,20.67
154,louisiana tech,0.87,104.6,103.7,71.7,0.047,-5.2,102.4,107.6,-2.88,2016,1256,1256,82.30,70.55,28.25,59.80,7.40,21.30,18.40,27.10,11.15,28.10,15.35,12.75,7.50,4.45,17.90
155,ball st.,0.84,103.5,102.6,65.3,-0.017,-3.75,102.9,106.7,-9.95,2016,1123,1123,73.61,62.61,24.61,54.00,9.11,23.61,15.28,21.61,9.89,28.17,15.44,13.22,5.67,4.39,19.33
156,duquesne,0.72,107.6,106.9,72.9,-0.01,0.59,105.7,105.1,-7.59,2016,1182,1182,83.80,71.20,29.67,60.60,10.73,27.07,13.73,19.67,9.93,33.13,18.07,14.53,4.93,5.00,19.33
157,winthrop,0.69,108.4,107.7,72.8,0.034,-6.36,101.8,108.2,-2.57,2016,1457,1457,83.25,73.10,27.60,57.10,9.15,23.40,18.90,24.90,8.65,28.40,12.35,12.45,5.20,5.85,17.75
158,central michigan,0.51,110.5,110,66.7,-0.062,-1.25,104.6,105.8,-2.18,2016,1141,1141,77.43,65.50,26.36,55.79,9.50,24.00,15.21,19.43,8.21,26.86,12.93,9.43,4.64,2.71,16.57
159,missouri,0.2,104.7,104.5,68,-0.088,6.9,108,101.1,-2.01,2016,1281,1281,78.90,62.30,25.60,53.60,6.00,16.40,21.70,29.20,10.40,30.40,13.40,12.80,6.40,4.20,20.30
160,elon,0.2,106.6,106.4,71.1,0.018,1.4,105.5,104.1,0.17,2016,1189,1189,81.36,72.07,28.71,61.21,10.07,28.29,13.86,20.07,9.50,31.07,16.79,13.57,4.64,2.14,19.64
161,fordham,-0.06,102.3,102.4,66.4,0,-2.26,104.1,106.3,-15.7,2016,1200,1200,78.00,63.31,26.50,56.56,8.56,22.25,16.44,23.75,10.75,26.44,17.56,13.63,9.63,4.31,19.88
162,florida gulf coast,-0.08,103.6,103.7,67,-0.038,-5.83,104.1,110,-1.87,2016,1195,1195,81.06,69.25,30.19,60.88,5.25,14.56,15.44,24.44,12.06,29.63,15.00,10.94,6.63,3.75,18.88
163,murray st.,-0.1,106.3,106.4,64.3,-0.041,-3.21,103.5,106.7,3.78,2016,1293,1293,71.47,60.47,25.20,52.20,7.80,18.20,13.27,18.47,8.60,25.00,15.27,11.40,5.60,2.07,17.67
164,tennessee st.,-0.11,101.5,101.6,68.1,-0.003,-5.51,103.6,109.1,-5.43,2016,1398,1398,75.00,64.89,26.61,55.17,5.61,16.17,16.17,23.00,11.56,26.56,11.06,14.28,7.17,3.94,20.22
165,northern illinois,-0.18,101.6,101.7,67.9,0.038,-1.53,104.4,105.9,-7.05,2016,1296,1296,73.00,64.35,25.12,57.47,7.94,20.71,14.82,22.65,12.53,27.59,14.59,12.47,7.35,4.00,19.88
166,wyoming,-0.19,108.3,108.5,64.6,-0.033,1.93,105.4,103.5,0.44,2016,1461,1461,73.42,65.00,23.25,49.00,10.58,26.17,16.33,22.08,5.25,25.58,13.50,10.67,4.25,2.83,18.08
167,massachusetts,-0.29,102.8,103.1,70.8,0.008,3,106.4,103.4,-2.99,2016,1269,1269,80.57,69.64,27.57,60.36,8.57,21.00,16.86,23.43,10.14,29.00,15.57,13.00,6.64,3.93,20.00
168,indiana st.,-0.37,99.4,99.8,70.2,0.013,1.87,104.4,102.5,1.44,2016,1232,1232,72.43,61.29,23.57,56.86,7.29,21.79,18.00,24.50,9.79,30.21,12.21,11.71,6.14,2.64,19.36
169,western kentucky,-0.66,108.6,109.2,67,0.01,-1.73,105.3,107,0.13,2016,1443,1443,79.56,71.00,27.00,54.81,7.63,17.38,17.94,24.50,10.69,28.63,14.56,13.13,3.94,4.06,17.13
170,texas a&m corpus chris,-0.66,102.6,103.3,68.5,0.169,-5.53,102.7,108.2,1.52,2016,1394,1394,76.74,68.52,26.26,57.91,6.83,18.65,17.39,23.43,10.74,24.17,13.09,11.78,10.00,4.78,20.83
171,harvard,-0.69,100.3,101,65.9,-0.047,-0.05,104.7,104.8,1.45,2016,1217,1217,74.58,63.42,26.58,54.92,8.42,19.42,13.00,20.33,10.83,27.50,17.25,14.67,4.83,5.08,18.75
172,bucknell,-0.89,105.6,106.5,71.2,-0.067,-5.91,101.5,107.4,0.53,2016,1137,1137,81.63,66.19,27.25,56.56,7.88,19.94,19.25,26.44,10.31,28.38,16.75,13.50,7.19,3.38,21.69
173,detroit,-0.9,110.6,111.5,73.7,0.024,-0.76,104.4,105.1,3.21,2016,1178,1178,84.36,75.57,28.57,59.43,7.79,20.00,19.43,27.00,11.93,26.29,14.57,13.43,7.21,4.21,21.29
174,oral roberts,-0.99,107.6,108.6,68.8,0.025,2.57,106.8,104.2,6.81,2016,1331,1331,75.33,67.67,25.42,55.75,6.58,15.17,17.92,23.83,9.00,27.58,12.17,11.17,5.17,4.42,16.92
175,furman,-1.01,105,106,65,-0.024,-3.64,103.2,106.8,-1.48,2016,1202,1202,74.69,62.88,24.38,49.75,7.19,19.75,18.75,26.63,10.31,26.06,12.50,13.25,5.94,4.25,17.94
176,coastal carolina,-1.09,101.7,102.8,66.7,0.016,-4.79,102.2,107,2.69,2016,1157,1157,74.67,64.60,26.80,55.60,7.40,19.73,13.67,20.07,10.07,29.80,12.13,13.00,5.67,3.40,16.80
177,north florida,-1.19,113.9,115,70.4,0.058,-5.15,102.3,107.5,0.83,2016,1316,1316,88.63,73.84,31.47,61.58,12.95,29.84,12.74,17.63,8.32,26.89,18.00,9.37,5.21,5.21,15.32
178,texas southern,-1.26,107.3,108.5,67.8,-0.016,-6.15,100.5,106.6,11.03,2016,1411,1411,77.17,63.11,26.78,55.11,7.06,19.72,16.56,26.06,12.39,27.72,15.33,12.06,4.39,3.50,13.33
179,kent st.,-1.37,106.4,107.8,67.2,0.082,-1.91,104.4,106.3,-4.07,2016,1245,1245,76.61,68.83,26.56,58.22,5.56,17.50,17.94,25.44,12.61,26.61,12.61,11.00,5.72,4.50,17.56
180,georgia st.,-1.39,99.9,101.2,64.9,0.013,-1.29,103.3,104.6,1.91,2016,1209,1209,67.69,58.69,23.62,50.38,5.08,14.46,15.38,20.62,7.38,24.38,12.46,11.77,6.54,3.46,18.46
181,western michigan,-1.65,103.7,105.4,68.1,-0.054,0.46,105.4,104.9,1.46,2016,1444,1444,81.82,73.00,27.18,56.45,6.82,16.27,20.64,28.36,11.27,27.18,13.82,12.36,5.45,2.64,18.18
182,mercer,-1.67,105.8,107.5,63.4,-0.025,-4.03,103.5,107.5,-2.24,2016,1273,1273,74.06,63.94,26.59,55.59,6.41,16.65,14.47,19.71,11.82,27.94,16.41,12.76,5.00,2.47,16.24
183,depaul,-1.69,104.5,106.2,66.9,0.004,9.38,109.4,100,1.02,2016,1177,1177,78.00,66.78,27.44,54.11,6.00,16.56,17.11,22.67,9.67,27.22,15.44,13.56,5.78,4.78,20.44
184,loyola chicago,-1.73,100,101.8,65,0.013,-0.32,102.5,102.8,-4.1,2016,1260,1260,69.57,60.57,23.43,51.21,6.43,16.57,16.29,21.29,6.43,25.64,12.07,12.21,5.64,2.57,17.21
185,ucf,-1.89,102.1,104,67.9,-0.019,1.92,105.1,103.2,-5.52,2016,1416,1416,77.67,66.58,26.17,54.75,7.33,21.00,18.00,24.08,11.25,30.50,13.83,13.83,4.50,5.25,13.92
186,washington st.,-2.19,103.7,105.9,68.8,-0.051,8.11,109.2,101.1,-3.61,2016,1450,1450,83.00,68.38,30.38,58.00,8.38,20.13,13.88,20.00,10.38,28.00,18.88,15.25,6.13,6.38,19.88
187,wofford,-2.22,106.3,108.5,65.2,-0.017,-1.17,104.9,106.1,7.24,2016,1459,1459,80.38,70.08,25.08,50.69,8.92,18.77,21.31,26.92,9.00,25.38,15.85,13.08,5.31,2.23,17.85
188,wagner,-2.32,100.7,103.1,65.9,0.027,-11.24,98.3,109.6,-5.07,2016,1447,1447,72.52,59.38,25.90,57.52,6.29,16.67,14.43,19.57,13.29,27.00,14.48,13.24,6.62,4.24,20.19
189,auburn,-2.56,101.7,104.2,71.8,0.049,7.92,108.7,100.8,2.09,2016,1120,1120,85.73,75.91,27.36,58.09,11.27,26.45,19.73,29.09,9.82,28.82,14.27,14.18,6.27,5.27,20.64
190,east carolina,-2.7,103.2,105.9,67.2,-0.024,2.89,105.1,102.2,-4.25,2016,1187,1187,77.00,64.92,25.83,53.17,6.75,17.67,18.58,25.33,9.50,27.33,16.92,13.25,5.92,2.58,16.58
191,lehigh,-2.71,104.9,107.6,67.8,-0.004,-5.98,101.3,107.2,6.57,2016,1250,1250,75.50,64.31,26.88,54.38,8.19,18.56,13.56,18.25,8.25,27.31,15.81,12.75,6.31,2.88,15.81
192,minnesota,-2.77,101.5,104.3,68.4,-0.061,6.13,108.7,102.6,-1.91,2016,1278,1278,77.50,66.50,25.50,58.50,8.88,22.63,17.63,25.00,10.88,27.75,16.38,10.63,7.13,5.75,15.50
193,charlotte,-2.84,105.8,108.7,70.3,-0.04,-2.73,105.2,107.9,0.29,2016,1150,1150,91.50,78.00,31.86,62.00,9.93,21.93,17.86,23.64,10.36,25.64,18.29,11.86,7.00,2.43,16.86
194,western carolina,-2.92,101.5,104.4,69.1,0.021,0.4,106.2,105.8,9.55,2016,1441,1441,79.15,70.54,26.85,55.15,7.54,18.15,17.92,25.08,9.85,26.38,14.38,13.46,7.62,3.69,20.00
195,denver,-2.92,102.9,105.9,60.8,0.029,-3.33,104.3,107.6,-8.3,2016,1176,1176,71.31,62.50,23.25,46.94,8.56,19.88,16.25,21.31,6.38,22.38,15.88,13.31,5.81,2.63,18.81
196,tennessee tech,-3.14,108.5,111.6,69.2,0.077,-3.52,103,106.5,-2.38,2016,1399,1399,82.24,70.88,26.41,55.82,8.71,23.12,20.71,26.76,9.71,28.53,15.12,12.06,5.24,3.94,18.65
197,eastern washington,-3.26,111.8,115.1,68.7,-0.045,-6.31,101.6,107.9,1.43,2016,1186,1186,85.80,71.73,29.13,56.27,11.40,27.27,16.13,23.27,8.67,25.80,15.00,10.67,5.13,4.93,18.60
198,george mason,-3.32,101.5,104.8,67.8,-0.005,3.41,106.7,103.3,0.39,2016,1206,1206,73.00,63.36,26.18,58.00,6.00,16.73,14.64,22.00,12.00,33.09,11.55,11.36,3.18,4.36,16.27
199,north dakota,-3.35,99.6,103,71.6,-0.053,-5.6,102.3,107.9,1.28,2016,1315,1315,82.29,67.50,28.79,58.57,7.36,18.36,17.36,24.21,9.00,30.29,15.21,14.29,8.57,3.00,20.79
200,tulane,-3.39,97.9,101.3,67.7,-0.01,3.26,106.6,103.3,-6.21,2016,1408,1408,73.75,63.67,25.92,60.08,6.75,19.58,15.17,22.42,13.08,28.00,12.50,13.83,7.33,4.00,19.42
201,eastern kentucky,-3.58,107.4,111,72.1,-0.029,-4.72,103.4,108.1,-4.67,2016,1184,1184,88.93,76.64,30.14,57.71,9.21,21.50,19.43,25.50,8.29,26.36,17.86,14.50,7.00,3.64,22.57
202,njit,-3.61,102.3,105.9,69,0.048,-5.59,103.6,109.2,-1.42,2016,1312,1312,79.38,68.56,27.00,57.19,9.00,23.38,16.38,22.50,9.44,26.81,17.19,13.06,7.94,1.94,19.88
203,cal poly,-3.65,107.6,111.3,66.2,-0.062,2.41,105.3,102.9,5.29,2016,1142,1142,79.88,70.63,26.63,60.00,8.88,23.25,17.75,24.25,11.38,27.75,15.63,9.88,4.88,4.13,19.75
204,navy,-3.68,99.4,103.1,64.9,-0.006,-7.48,101.7,109.2,-4.04,2016,1298,1298,70.83,59.67,25.39,52.22,5.00,13.50,15.06,22.22,10.28,26.33,13.44,13.11,5.94,4.33,18.89
205,san francisco,-3.75,107.4,111.1,70.5,0.036,-2.38,104,106.4,-10.08,2016,1362,1362,79.50,69.21,26.86,58.71,8.00,20.00,17.79,25.29,12.57,29.00,13.07,13.21,5.79,4.00,20.07
206,portland,-4.01,107.1,111.1,71.8,-0.072,-0.81,104.7,105.5,-5.82,2016,1339,1339,82.82,69.27,28.55,60.27,10.45,24.45,15.27,21.18,11.36,28.09,16.64,13.45,6.55,4.73,22.18
207,iupui,-4.05,99.9,103.9,68.4,0.042,2.24,106.3,104.1,6.07,2016,1237,1237,76.67,69.17,27.17,53.75,6.17,13.33,16.17,22.08,8.17,25.33,12.33,12.42,6.00,2.67,19.25
208,fairfield,-4.06,103.8,107.9,71.4,0.101,-4.06,102.3,106.4,-1.65,2016,1193,1193,83.21,74.79,28.95,60.37,9.53,24.16,15.79,20.95,8.47,26.53,17.00,12.63,7.05,4.89,18.95
209,tennessee martin,-4.26,104.9,109.2,66.6,0.074,-4.38,103.1,107.4,-2.59,2016,1404,1404,76.88,67.47,26.41,55.53,7.94,20.82,16.12,21.71,10.53,27.35,13.18,13.12,5.41,2.06,17.12
210,georgia southern,-4.31,105,109.3,68.7,-0.017,-2.6,103,105.6,-3.66,2016,1204,1204,79.17,68.58,26.92,58.67,10.25,27.17,15.08,20.83,9.50,25.75,12.25,11.25,7.42,2.92,21.25
211,st. john's,-4.4,97.8,102.2,72.1,-0.023,8.46,109,100.5,-4.04,2016,1385,1385,68.14,58.00,23.71,56.14,6.86,19.29,13.86,21.29,11.43,34.57,14.57,16.57,5.00,8.43,18.57
212,texas st.,-4.43,99.5,103.9,63.6,-0.014,-3.29,102.4,105.7,-9.83,2016,1402,1402,71.75,60.58,26.67,56.92,5.08,12.92,13.33,19.67,11.67,24.92,13.83,11.08,7.25,2.75,17.08
213,sam houston st.,-4.61,102.6,107.2,67,-0.008,-6.84,101.5,108.3,4.29,2016,1358,1358,79.67,67.60,26.87,58.20,8.13,22.33,17.80,23.93,10.67,26.13,18.27,10.93,5.67,1.53,22.07
214,idaho,-4.87,98.6,103.5,65.8,0.076,-6.39,102.1,108.4,-0.97,2016,1225,1225,70.68,63.68,23.74,52.89,6.53,16.58,16.68,23.37,11.16,26.79,12.74,15.11,5.53,2.84,22.16
215,utep,-4.93,102.6,107.6,71.6,0.035,-6.52,102,108.5,-7.26,2016,1431,1431,83.78,73.22,28.94,58.61,7.56,18.50,18.33,27.56,9.22,28.22,16.94,12.11,6.44,3.39,19.83
216,south dakota,-4.96,106,111,70.5,0.057,0.52,105.5,105,1.56,2016,1377,1377,84.33,77.17,31.17,62.92,6.58,16.67,15.42,21.00,9.00,27.00,16.75,10.83,7.58,4.42,20.17
217,austin peay,-5.1,104.5,109.6,69.5,0.061,-2.92,105.1,108,-0.19,2016,1122,1122,83.38,75.44,28.13,54.56,7.00,17.25,20.13,28.50,10.63,26.06,15.19,14.00,6.38,3.00,16.63
218,loyola marymount,-5.21,103.7,108.9,67.5,0.076,0.2,105.4,105.2,-3.07,2016,1258,1258,79.31,71.92,26.77,61.92,8.46,22.23,17.31,23.15,11.85,25.08,16.69,11.31,7.31,3.15,20.92
219,saint peter's,-5.24,96.7,102,64.5,-0.005,-5.01,102.6,107.6,-5.15,2016,1389,1389,69.50,59.64,24.07,52.86,6.07,17.00,15.29,22.43,10.00,28.36,13.29,13.71,5.86,2.14,17.86
220,unc greensboro,-5.27,102.2,107.5,67.7,-0.017,-2.45,105.1,107.5,2.41,2016,1422,1422,79.36,69.45,27.18,55.73,8.64,22.00,16.36,23.64,9.18,28.45,14.64,12.45,6.09,3.64,19.36
221,samford,-5.28,103,108.2,67.9,-0.056,-4.16,102.9,107,-3.14,2016,1359,1359,81.58,70.83,27.33,55.50,6.50,16.42,20.42,26.83,9.67,27.00,13.08,14.08,7.00,3.42,21.25
222,radford,-5.29,104.2,109.5,65.8,0.053,-3.36,103,106.3,4.47,2016,1347,1347,74.71,69.07,27.71,60.50,7.43,20.43,11.86,17.36,13.07,25.64,13.21,12.93,5.93,4.50,18.50
223,rider,-5.33,99.3,104.7,64.3,-0.06,-3.86,102.1,106,-1.89,2016,1351,1351,75.08,63.85,25.15,53.77,7.08,19.38,17.69,25.69,9.31,28.38,14.31,12.23,6.31,4.08,18.31
224,missouri st.,-5.38,100.4,105.8,68.9,0.06,1.99,104.3,102.3,2.12,2016,1283,1283,72.67,65.25,25.17,56.17,6.25,16.58,16.08,22.08,9.08,26.75,13.50,11.58,6.67,4.25,17.42
225,boston college,-5.56,95.3,100.8,66.7,-0.058,8.89,110.3,101.4,-7.93,2016,1130,1130,74.57,57.86,27.00,57.57,8.71,22.71,11.86,18.86,9.14,30.43,15.14,13.14,6.43,5.43,18.00
226,saint louis,-5.56,96.9,102.4,69,0.018,2.28,106.1,103.8,-4.44,2016,1387,1387,78.27,68.18,27.00,57.00,7.00,18.09,17.27,24.27,7.00,29.00,15.91,11.18,5.55,3.00,21.00
227,pacific,-5.63,100.6,106.3,66.5,-0.006,1.94,106.8,104.9,2.42,2016,1334,1334,72.67,68.00,23.17,50.50,6.67,18.50,19.67,26.17,9.17,26.33,12.50,14.33,4.33,3.50,22.50
228,fiu,-5.67,103.2,108.8,65.3,-0.127,-5.6,102.5,108.2,-6.46,2016,1198,1198,74.55,62.36,26.91,54.27,6.18,16.64,14.55,20.00,9.55,28.09,13.45,12.64,4.73,4.73,18.36
229,southern,-5.75,100.5,106.3,68.9,0.04,-8.52,99.1,107.6,3.49,2016,1380,1380,74.53,64.26,26.47,57.42,6.42,17.05,15.16,22.21,9.79,27.11,11.47,10.37,8.32,3.16,19.32
230,bowling green,-5.78,100.9,106.7,68.3,0.037,-1.5,104.7,106.2,-6.54,2016,1132,1132,76.71,67.14,26.93,56.00,6.50,16.07,16.36,23.29,10.64,27.57,12.57,11.93,5.57,3.86,19.43
231,boston university,-5.88,102.8,108.7,69.7,0.051,-6.41,100.9,107.3,-2.74,2016,1131,1131,75.35,65.47,26.29,54.47,7.59,20.00,15.18,20.88,8.47,29.53,13.65,12.88,5.59,4.24,18.47
232,western illinois,-5.91,101.2,107.1,67.8,-0.069,0.07,105.3,105.2,0.8,2016,1442,1442,76.57,65.14,26.43,55.00,6.29,14.43,17.43,25.00,10.57,28.00,13.71,11.86,5.86,4.43,20.86
233,uc riverside,-5.94,100.1,106.1,67,-0.026,-2.82,103.1,105.9,-7.27,2016,1415,1415,74.33,65.75,25.17,52.58,8.00,19.75,16.00,21.75,9.25,25.17,13.58,13.33,5.08,2.42,17.50
234,dartmouth,-5.99,99.5,105.5,67.5,-0.099,-3.52,103.6,107.1,-7.09,2016,1171,1171,76.67,62.56,25.78,54.89,5.67,14.44,19.44,26.44,12.89,26.44,14.78,15.00,6.89,1.78,17.11
235,new hampshire,-6.01,99.9,105.9,67.4,0.11,-7,101,108,-4.29,2016,1306,1306,76.76,68.00,25.82,57.24,6.94,19.94,18.18,24.41,11.12,28.41,12.76,11.53,3.71,1.82,18.29
236,gardner webb,-6.02,100.7,106.8,69,0.045,-3.93,103.6,107.6,7.66,2016,1205,1205,75.14,66.64,26.21,57.36,8.29,22.93,14.43,21.14,11.21,25.64,13.07,13.14,7.00,3.79,18.79
237,canisius,-6.29,108.1,114.4,67.5,-0.013,-3.7,102.1,105.8,-1.54,2016,1145,1145,82.93,72.71,26.71,60.79,8.64,24.21,20.86,27.57,12.64,24.36,14.93,10.36,6.50,3.43,18.93
238,south florida,-6.49,98.3,104.8,66.7,-0.016,4.24,106.6,102.3,-1.41,2016,1378,1378,72.75,63.00,26.63,56.00,3.75,11.38,15.75,22.50,11.88,30.88,12.00,13.13,5.38,6.50,15.75
239,cal st. northridge,-6.52,100.9,107.4,70.4,-0.013,0.24,104.1,103.9,-0.31,2016,1169,1169,77.63,71.25,25.75,53.63,4.50,11.75,21.63,28.25,9.00,27.00,13.13,13.50,7.00,4.13,18.63
240,jackson st.,-6.53,95.7,102.3,67.3,-0.004,-8.92,99,108,2.15,2016,1238,1238,70.94,59.47,25.35,57.94,6.82,21.06,13.41,20.88,13.12,27.12,13.35,12.71,7.71,3.88,20.24
241,uc davis,-6.64,93.9,100.5,65.9,-0.005,-1.27,103.4,104.7,-4.86,2016,1413,1413,68.89,62.44,25.44,56.78,5.56,13.22,12.44,18.67,9.78,28.11,12.89,13.11,7.22,1.44,16.11
242,air force,-6.92,99.1,106,67,0.087,0.69,104.4,103.8,-4.7,2016,1102,1102,70.83,65.00,23.92,54.08,5.42,17.67,17.58,25.42,9.08,28.25,14.92,13.50,6.92,1.75,18.00
243,incarnate word,-7.06,102.1,109.1,67.2,0.123,-6.4,101.7,108.1,8.07,2016,1230,1230,77.50,68.93,25.86,54.00,8.93,20.93,16.86,20.64,6.43,25.93,16.07,11.57,5.64,2.71,16.71
244,santa clara,-7.07,101.8,108.9,65.5,0.019,1.06,105.4,104.3,-1.82,2016,1365,1365,72.90,65.90,24.30,52.10,7.70,19.20,16.60,22.00,7.60,25.80,13.20,10.70,5.10,2.20,17.80
245,drexel,-7.16,99.5,106.7,64.5,-0.026,2.78,106.3,103.5,1.71,2016,1180,1180,64.17,58.00,20.17,50.67,4.83,13.17,19.00,25.33,10.67,26.50,12.67,10.50,4.17,3.50,19.67
246,montana st.,-7.2,106.5,113.7,68.5,-0.024,-5.34,102.2,107.6,2.9,2016,1286,1286,81.62,71.77,28.31,61.46,11.00,26.69,14.00,21.23,12.77,26.46,14.31,11.77,5.62,1.77,21.85
